energy,data,uncert
72.1,43.6941435,1.780684908
72.2,43.66146444,1.779353125
72.3,43.6290935,1.778033899
72.4,43.59702673,1.776727069
72.5,43.56526019,1.775432475
72.6,43.53378992,1.774149954
72.7,43.50261197,1.772879347
72.8,43.47172239,1.771620491
72.9,43.44111723,1.770373227
73,43.41079255,1.769137393
73.1,43.38074438,1.767912828
73.2,43.35096879,1.766699371
73.3,43.32146181,1.765496862
73.4,43.29221951,1.764305139
73.5,43.26323792,1.76312404
73.6,43.23451311,1.761953407
73.7,43.20604111,1.760793076
73.8,43.17781798,1.759642887
73.9,43.14983977,1.75850268
74,43.12210253,1.757372293
74.1,43.09460231,1.756251566
74.2,43.06733515,1.755140336
74.3,43.04029711,1.754038444
74.4,43.01348424,1.752945729
74.5,42.98689258,1.751862028
74.6,42.96051819,1.750787182
74.7,42.93435712,1.749721029
74.8,42.90840541,1.748663409
74.9,42.88265912,1.74761416
75,42.85711429,1.746573122
75.1,42.83176698,1.745540132
75.2,42.80661323,1.744515032
75.3,42.7816491,1.743497658
75.4,42.75687063,1.742487852
75.5,42.73227387,1.74148545
75.6,42.70785488,1.740490293
75.7,42.6836097,1.73950222
75.8,42.65953438,1.738521068
75.9,42.63562498,1.737546679
76,42.61187753,1.73657889
76.1,42.5882881,1.73561754
76.2,42.56485273,1.734662469
76.3,42.54156747,1.733713516
76.4,42.51842838,1.732770519
76.5,42.49543149,1.731833318
76.6,42.47257286,1.730901751
76.7,42.44984855,1.729975658
76.8,42.42725459,1.729054877
76.9,42.40478705,1.728139249
77,42.38244196,1.72722861
77.1,42.36021538,1.726322801
77.2,42.33810336,1.725421661
77.3,42.31610195,1.724525029
77.4,42.29420719,1.723632743
77.5,42.27241515,1.722744644
77.6,42.25072186,1.721860568
77.7,42.22912338,1.720980357
77.8,42.20761575,1.720103848
77.9,42.18619503,1.719230881
78,42.16485727,1.718361294
78.1,42.14359851,1.717494928
78.2,42.12241481,1.71663162
78.3,42.10130222,1.71577121
78.4,42.08025678,1.714913537
78.5,42.05927454,1.714058439
78.6,42.03835156,1.713205756
78.7,42.01748388,1.712355328
78.8,41.99666756,1.711506992
78.9,41.97589864,1.710660588
79,41.95517317,1.709815954
79.1,41.93448721,1.708972931
79.2,41.9138368,1.708131357
79.3,41.89321799,1.70729107
79.4,41.87262684,1.706451911
79.5,41.85205938,1.705613717
79.6,41.83151168,1.704776328
79.7,41.81097978,1.703939583
79.8,41.79045973,1.703103322
79.9,41.76994758,1.702267382
80,41.74943938,1.893950793
