energy,data,uncert
20.4,40.59,1.93
20.5,39.52,1.88
20.6,38.49,1.83
20.7,37.51,1.79
20.8,36.58,1.74
20.9,35.69,1.7
21,34.85,1.66
21.1,34.05,1.62
21.2,33.29,1.58
21.3,32.57,1.55
21.4,31.88,1.52
21.5,31.24,1.49
21.6,30.63,1.46
21.7,30.05,1.43
21.8,29.52,1.4
21.9,29.01,1.38
22,28.53,1.36
22.1,28.09,1.34
22.2,27.68,1.32
22.3,27.3,1.3
22.4,26.94,1.28
22.5,26.62,1.27
22.6,26.32,1.25
22.7,26.05,1.24
22.8,25.8,1.23
22.9,25.58,1.22
23,25.38,1.21
23.1,25.21,1.2
23.2,25.06,1.19
23.3,24.94,1.19
23.4,24.83,1.18
23.5,24.75,1.18
23.6,24.69,1.18
23.7,24.65,1.17
23.8,24.63,1.17
23.9,24.62,1.17
24,24.64,1.17
24.1,24.68,1.17
24.2,24.73,1.18
24.3,24.8,1.18
24.4,24.89,1.18
24.5,25,1.19
24.6,25.12,1.2
24.7,25.25,1.2
24.8,25.41,1.21
24.9,25.57,1.22
25,25.75,1.31
25.1,25.95,1.32
25.2,26.16,1.33
25.3,26.38,1.34
25.4,26.62,1.35
25.5,26.87,1.36
25.6,27.13,1.38
25.7,27.4,1.39
25.8,27.69,1.4
25.9,27.98,1.42
26,28.29,1.43
26.1,28.6,1.45
26.2,28.93,1.47
26.3,29.26,1.48
26.4,29.61,1.5
26.5,29.96,1.52
26.6,30.32,1.54
26.7,30.69,1.56
26.8,31.07,1.58
26.9,31.45,1.6
27,31.84,1.62
27.1,32.24,1.64
27.2,32.64,1.66
27.3,33.04,1.68
27.4,33.46,1.7
27.5,33.87,1.72
27.6,34.3,1.74
27.7,34.72,1.76
27.8,35.15,1.78
27.9,35.58,1.8
28,36.01,1.83
28.1,36.45,1.85
28.2,36.89,1.87
28.3,37.33,1.89
28.4,37.76,1.92
28.5,38.2,1.94
28.6,38.64,1.96
28.7,39.08,1.98
28.8,39.52,2
28.9,39.96,2.03
29,40.39,2.05
29.1,40.82,2.07
29.2,41.25,2.09
29.3,41.68,2.11
29.4,42.1,2.14
29.5,42.52,2.16
29.6,42.93,2.18
29.7,43.34,2.2
29.8,43.75,2.22
29.9,44.15,2.24
30,44.54,2.28
30.1,44.93,2.3
30.2,45.31,2.32
30.3,45.68,2.34
30.4,46.04,2.36
30.5,46.4,2.37
30.6,46.75,2.39
30.7,47.09,2.41
30.8,47.43,2.43
30.9,47.75,2.44
31,48.07,2.46
31.1,48.37,2.47
31.2,48.67,2.49
31.3,48.96,2.5
31.4,49.23,2.52
31.5,49.5,2.53
31.6,49.76,2.55
31.7,50,2.56
31.8,50.23,2.57
31.9,50.46,2.58
32,50.67,2.59
32.1,50.87,2.6
32.2,51.06,2.61
32.3,51.24,2.62
32.4,51.4,2.63
32.5,51.56,2.64
32.6,51.7,2.65
32.7,51.84,2.65
32.8,51.96,2.66
32.9,52.07,2.66
33,52.17,2.67
33.1,52.26,2.67
33.2,52.33,2.68
33.3,52.4,2.68
33.4,52.46,2.68
33.5,52.5,2.69
33.6,52.53,2.69
33.7,52.56,2.69
33.8,52.57,2.69
33.9,52.57,2.69
34,52.57,2.69
34.1,52.55,2.69
34.2,52.52,2.69
34.3,52.48,2.69
34.4,52.43,2.68
34.5,52.37,2.68
34.6,52.31,2.68
34.7,52.23,2.67
34.8,52.14,2.67
34.9,52.05,2.66
35,51.95,2.6
35.1,51.84,2.6
35.2,51.72,2.59
35.3,51.59,2.59
35.4,51.46,2.58
35.5,51.31,2.57
35.6,51.17,2.56
35.7,51.01,2.56
35.8,50.85,2.55
35.9,50.68,2.54
36,50.51,2.53
36.1,50.33,2.52
36.2,50.14,2.51
36.3,49.95,2.5
36.4,49.75,2.49
36.5,49.55,2.48
36.6,49.34,2.47
36.7,49.13,2.46
36.8,48.91,2.45
36.9,48.69,2.44
37,48.47,2.43
37.1,48.24,2.42
37.2,48.01,2.41
37.3,47.77,2.39
37.4,47.53,2.38
37.5,47.29,2.37
37.6,47.05,2.36
37.7,46.8,2.35
37.8,46.55,2.33
37.9,46.3,2.32
38,46.05,2.31
38.1,45.79,2.29
38.2,45.53,2.28
38.3,45.27,2.27
38.4,45.01,2.26
38.5,44.75,2.24
38.6,44.49,2.23
38.7,44.22,2.22
38.8,43.96,2.2
38.9,43.69,2.19
39,43.42,2.18
39.1,43.15,2.16
39.2,42.89,2.15
39.3,42.62,2.14
39.4,42.35,2.12
39.5,42.08,2.11
39.6,41.81,2.1
39.7,41.54,2.08
39.8,41.27,2.07
39.9,41,2.06
40,40.73,2.01
40.1,40.47,1.99
40.2,40.2,1.98
40.3,39.93,1.97
40.4,39.67,1.95
40.5,39.4,1.94
40.6,39.14,1.93
40.7,38.87,1.91
40.8,38.61,1.9
40.9,38.35,1.89
41,38.09,1.88
41.1,37.83,1.86
41.2,37.57,1.85
41.3,37.31,1.84
41.4,37.06,1.82
41.5,36.8,1.81
41.6,36.55,1.8
41.7,36.29,1.79
41.8,36.04,1.77
41.9,35.79,1.76
42,35.55,1.75
42.1,35.3,1.74
42.2,35.05,1.73
42.3,34.81,1.71
42.4,34.57,1.7
42.5,34.33,1.69
42.6,34.09,1.68
42.7,33.85,1.67
42.8,33.62,1.65
42.9,33.38,1.64
43,33.15,1.63
43.1,32.92,1.62
43.2,32.69,1.61
43.3,32.46,1.6
43.4,32.24,1.59
43.5,32.01,1.58
43.6,31.79,1.57
43.7,31.57,1.55
43.8,31.35,1.54
43.9,31.13,1.53
44,30.92,1.52
44.1,30.7,1.51
44.2,30.49,1.5
44.3,30.28,1.49
44.4,30.07,1.48
44.5,29.87,1.47
44.6,29.66,1.46
44.7,29.46,1.45
44.8,29.26,1.44
44.9,29.06,1.43
45,28.86,1.42
45.1,28.66,1.41
45.2,28.47,1.4
45.3,28.28,1.39
45.4,28.08,1.38
45.5,27.89,1.37
45.6,27.71,1.36
45.7,27.52,1.35
45.8,27.34,1.35
45.9,27.15,1.34
46,26.97,1.33
46.1,26.79,1.32
46.2,26.61,1.31
46.3,26.44,1.3
46.4,26.26,1.29
46.5,26.09,1.28
46.6,25.92,1.28
46.7,25.75,1.27
46.8,25.58,1.26
46.9,25.41,1.25
47,25.25,1.24
47.1,25.08,1.23
47.2,24.92,1.23
47.3,24.76,1.22
47.4,24.6,1.21
47.5,24.45,1.2
47.6,24.29,1.2
47.7,24.13,1.19
47.8,23.98,1.18
47.9,23.83,1.17
48,23.68,1.17
48.1,23.53,1.16
48.2,23.38,1.15
48.3,23.24,1.14
48.4,23.09,1.14
48.5,22.95,1.13
48.6,22.81,1.12
48.7,22.67,1.12
48.8,22.53,1.11
48.9,22.39,1.1
49,22.25,1.1
49.1,22.12,1.09
49.2,21.98,1.08
49.3,21.85,1.08
49.4,21.72,1.07
49.5,21.59,1.06
49.6,21.46,1.06
49.7,21.33,1.05
49.8,21.21,1.04
49.9,21.08,1.04
50,20.96,1
50.1,20.83,0.99
50.2,20.71,0.99
50.3,20.59,0.98
50.4,20.47,0.98
50.5,20.35,0.97
50.6,20.24,0.97
50.7,20.12,0.96
50.8,20,0.95
50.9,19.89,0.95
51,19.78,0.94
51.1,19.67,0.94
51.2,19.56,0.93
51.3,19.45,0.93
51.4,19.34,0.92
51.5,19.23,0.92
51.6,19.12,0.91
51.7,19.02,0.91
51.8,18.91,0.9
51.9,18.81,0.9
52,18.71,0.89
52.1,18.61,0.89
52.2,18.5,0.88
52.3,18.4,0.88
52.4,18.31,0.87
52.5,18.21,0.87
52.6,18.11,0.86
52.7,18.02,0.86
52.8,17.92,0.85
52.9,17.83,0.85
53,17.73,0.85
53.1,17.64,0.84
53.2,17.55,0.84
53.3,17.46,0.83
53.4,17.37,0.83
53.5,17.28,0.82
53.6,17.19,0.82
53.7,17.11,0.82
53.8,17.02,0.81
53.9,16.93,0.81
54,16.85,0.8
54.1,16.76,0.8
54.2,16.68,0.8
54.3,16.6,0.79
54.4,16.52,0.79
54.5,16.44,0.78
54.6,16.36,0.78
54.7,16.28,0.78
54.8,16.2,0.77
54.9,16.12,0.77
55,16.04,0.77
55.1,15.97,0.76
55.2,15.89,0.76
55.3,15.82,0.75
55.4,15.74,0.75
55.5,15.67,0.75
55.6,15.59,0.74
55.7,15.52,0.74
55.8,15.45,0.74
55.9,15.38,0.73
56,15.31,0.73
56.1,15.24,0.73
56.2,15.17,0.72
56.3,15.1,0.72
56.4,15.03,0.72
56.5,14.96,0.71
56.6,14.9,0.71
56.7,14.83,0.71
56.8,14.77,0.7
56.9,14.7,0.7
57,14.64,0.7
57.1,14.57,0.7
57.2,14.51,0.69
57.3,14.45,0.69
57.4,14.38,0.69
57.5,14.32,0.68
57.6,14.26,0.68
57.7,14.2,0.68
57.8,14.14,0.67
57.9,14.08,0.67
58,14.02,0.67
58.1,13.96,0.67
58.2,13.91,0.66
58.3,13.85,0.66
58.4,13.79,0.66
58.5,13.74,0.66
58.6,13.68,0.65
58.7,13.62,0.65
58.8,13.57,0.65
58.9,13.52,0.64
59,13.46,0.64
59.1,13.41,0.64
59.2,13.35,0.64
59.3,13.3,0.63
59.4,13.25,0.63
59.5,13.2,0.63
59.6,13.15,0.63
59.7,13.1,0.62
59.8,13.05,0.62
59.9,13,0.62
60,12.95,0.62
60.1,12.9,0.62
60.2,12.85,0.62
60.3,12.8,0.62
60.4,12.75,0.61
60.5,12.71,0.61
60.6,12.66,0.61
60.7,12.61,0.61
60.8,12.57,0.61
60.9,12.52,0.6
61,12.47,0.6
61.1,12.43,0.6
61.2,12.38,0.6
61.3,12.34,0.59
61.4,12.3,0.59
61.5,12.25,0.59
61.6,12.21,0.59
61.7,12.17,0.59
61.8,12.12,0.58
61.9,12.08,0.58
62,12.04,0.58
62.1,12,0.58
62.2,11.96,0.58
62.3,11.92,0.57
62.4,11.88,0.57
62.5,11.84,0.57
62.6,11.8,0.57
62.7,11.76,0.57
62.8,11.72,0.56
62.9,11.68,0.56
63,11.64,0.56
63.1,11.6,0.56
63.2,11.56,0.56
63.3,11.53,0.56
63.4,11.49,0.55
63.5,11.45,0.55
63.6,11.42,0.55
63.7,11.38,0.55
63.8,11.34,0.55
63.9,11.31,0.55
64,11.27,0.54
64.1,11.24,0.54
64.2,11.2,0.54
64.3,11.17,0.54
64.4,11.13,0.54
64.5,11.1,0.54
64.6,11.07,0.53
64.7,11.03,0.53
64.8,11,0.53
64.9,10.97,0.53
65,10.93,0.53
65.1,10.9,0.53
65.2,10.87,0.52
65.3,10.84,0.52
65.4,10.81,0.52
65.5,10.77,0.52
65.6,10.74,0.52
65.7,10.71,0.52
65.8,10.68,0.51
65.9,10.65,0.51
66,10.62,0.51
66.1,10.59,0.51
66.2,10.56,0.51
66.3,10.53,0.51
66.4,10.5,0.51
66.5,10.47,0.5
66.6,10.44,0.5
66.7,10.42,0.5
66.8,10.39,0.5
66.9,10.36,0.5
67,10.33,0.5
67.1,10.3,0.5
67.2,10.28,0.5
67.3,10.25,0.49
67.4,10.22,0.49
67.5,10.19,0.49
67.6,10.17,0.49
67.7,10.14,0.49
67.8,10.12,0.49
67.9,10.09,0.49
68,10.06,0.49
68.1,10.04,0.48
68.2,10.01,0.48
68.3,9.99,0.48
68.4,9.96,0.48
68.5,9.94,0.48
68.6,9.91,0.48
68.7,9.89,0.48
68.8,9.86,0.48
68.9,9.84,0.47
69,9.82,0.47
69.1,9.79,0.47
69.2,9.77,0.47
69.3,9.75,0.47
69.4,9.72,0.47
69.5,9.7,0.47
69.6,9.68,0.47
69.7,9.65,0.47
69.8,9.63,0.46
69.9,9.61,0.46
70,9.59,0.46
70.1,9.56,0.46
70.2,9.54,0.46
70.3,9.52,0.46
70.4,9.5,0.46
70.5,9.48,0.46
70.6,9.46,0.46
70.7,9.44,0.45
70.8,9.41,0.45
70.9,9.39,0.45
71,9.37,0.45
71.1,9.35,0.45
71.2,9.33,0.45
71.3,9.31,0.45
71.4,9.29,0.45
71.5,9.27,0.45
71.6,9.25,0.45
71.7,9.23,0.45
71.8,9.21,0.44
71.9,9.19,0.44
72,9.18,0.44
72.1,9.16,0.44
72.2,9.14,0.44
72.3,9.12,0.44
72.4,9.1,0.44
72.5,9.08,0.44
72.6,9.06,0.44
72.7,9.04,0.44
72.8,9.03,0.44
72.9,9.01,0.43
73,8.99,0.43
73.1,8.97,0.43
73.2,8.96,0.43
73.3,8.94,0.43
73.4,8.92,0.43
73.5,8.9,0.43
73.6,8.89,0.43
73.7,8.87,0.43
73.8,8.85,0.43
73.9,8.84,0.43
74,8.82,0.43
74.1,8.8,0.42
74.2,8.79,0.42
74.3,8.77,0.42
74.4,8.75,0.42
74.5,8.74,0.42
74.6,8.72,0.42
74.7,8.71,0.42
74.8,8.69,0.42
74.9,8.68,0.42
75,8.66,0.42
75.1,8.65,0.42
75.2,8.63,0.42
75.3,8.62,0.42
75.4,8.6,0.41
75.5,8.59,0.41
75.6,8.57,0.41
75.7,8.56,0.41
75.8,8.54,0.41
75.9,8.53,0.41
76,8.51,0.41
76.1,8.5,0.41
76.2,8.48,0.41
76.3,8.47,0.41
76.4,8.46,0.41
76.5,8.44,0.41
76.6,8.43,0.41
76.7,8.41,0.41
76.8,8.4,0.4
76.9,8.39,0.4
77,8.37,0.4
77.1,8.36,0.4
77.2,8.35,0.4
77.3,8.33,0.4
77.4,8.32,0.4
77.5,8.31,0.4
77.6,8.3,0.4
77.7,8.28,0.4
77.8,8.27,0.4
77.9,8.26,0.4
78,8.24,0.4
78.1,8.23,0.4
78.2,8.22,0.4
78.3,8.21,0.4
78.4,8.2,0.4
78.5,8.18,0.39
78.6,8.17,0.39
78.7,8.16,0.39
78.8,8.15,0.39
78.9,8.14,0.39
79,8.12,0.39
79.1,8.11,0.39
79.2,8.1,0.39
79.3,8.09,0.39
79.4,8.08,0.39
79.5,8.07,0.39
79.6,8.06,0.39
79.7,8.04,0.39
79.8,8.03,0.39
79.9,8.02,0.39
80,8.01,0.41
80.1,8,0.41
80.2,7.99,0.41
80.3,7.98,0.41
80.4,7.97,0.4
80.5,7.96,0.4
80.6,7.95,0.4
80.7,7.94,0.4
80.8,7.93,0.4
80.9,7.92,0.4
81,7.91,0.4
81.1,7.9,0.4
81.2,7.89,0.4
81.3,7.88,0.4
81.4,7.87,0.4
81.5,7.86,0.4
81.6,7.85,0.4
81.7,7.84,0.4
81.8,7.83,0.4
81.9,7.82,0.4
82,7.81,0.4
82.1,7.8,0.4
82.2,7.79,0.4
82.3,7.78,0.4
82.4,7.77,0.39
82.5,7.76,0.39
82.6,7.75,0.39
82.7,7.74,0.39
82.8,7.73,0.39
82.9,7.72,0.39
83,7.71,0.39
83.1,7.7,0.39
83.2,7.7,0.39
83.3,7.69,0.39
83.4,7.68,0.39
83.5,7.67,0.39
83.6,7.66,0.39
83.7,7.65,0.39
83.8,7.64,0.39
83.9,7.64,0.39
84,7.63,0.39
84.1,7.62,0.39
84.2,7.61,0.39
84.3,7.6,0.39
84.4,7.59,0.39
84.5,7.59,0.39
84.6,7.58,0.38
84.7,7.57,0.38
84.8,7.56,0.38
84.9,7.55,0.38
85,7.55,0.38
85.1,7.54,0.38
85.2,7.53,0.38
85.3,7.52,0.38
85.4,7.51,0.38
85.5,7.51,0.38
85.6,7.5,0.38
85.7,7.49,0.38
85.8,7.48,0.38
85.9,7.48,0.38
86,7.47,0.38
86.1,7.46,0.38
86.2,7.46,0.38
86.3,7.45,0.38
86.4,7.44,0.38
86.5,7.43,0.38
86.6,7.43,0.38
86.7,7.42,0.38
86.8,7.41,0.38
86.9,7.41,0.38
87,7.4,0.38
87.1,7.39,0.38
87.2,7.39,0.38
87.3,7.38,0.37
87.4,7.37,0.37
87.5,7.37,0.37
87.6,7.36,0.37
87.7,7.35,0.37
87.8,7.35,0.37
87.9,7.34,0.37
88,7.33,0.37
88.1,7.33,0.37
88.2,7.32,0.37
88.3,7.31,0.37
88.4,7.31,0.37
88.5,7.3,0.37
88.6,7.3,0.37
88.7,7.29,0.37
88.8,7.28,0.37
88.9,7.28,0.37
89,7.27,0.37
89.1,7.27,0.37
89.2,7.26,0.37
89.3,7.26,0.37
89.4,7.25,0.37
89.5,7.24,0.37
89.6,7.24,0.37
89.7,7.23,0.37
89.8,7.23,0.37
89.9,7.22,0.37
90,7.22,0.37
90.1,7.21,0.37
90.2,7.2,0.37
90.3,7.2,0.37
90.4,7.19,0.37
90.5,7.19,0.37
90.6,7.18,0.36
90.7,7.18,0.36
90.8,7.17,0.36
90.9,7.17,0.36
91,7.16,0.36
91.1,7.16,0.36
91.2,7.15,0.36
91.3,7.15,0.36
91.4,7.14,0.36
91.5,7.14,0.36
91.6,7.13,0.36
91.7,7.13,0.36
91.8,7.12,0.36
91.9,7.12,0.36
92,7.11,0.36
92.1,7.11,0.36
92.2,7.1,0.36
92.3,7.1,0.36
92.4,7.09,0.36
92.5,7.09,0.36
92.6,7.09,0.36
92.7,7.08,0.36
92.8,7.08,0.36
92.9,7.07,0.36
93,7.07,0.36
93.1,7.06,0.36
93.2,7.06,0.36
93.3,7.05,0.36
93.4,7.05,0.36
93.5,7.04,0.36
93.6,7.04,0.36
93.7,7.04,0.36
93.8,7.03,0.36
93.9,7.03,0.36
94,7.02,0.36
94.1,7.02,0.36
94.2,7.01,0.36
94.3,7.01,0.36
94.4,7.01,0.36
94.5,7,0.36
94.6,7,0.36
94.7,6.99,0.36
94.8,6.99,0.36
94.9,6.99,0.35
95,6.98,0.35
95.1,6.98,0.35
95.2,6.97,0.35
95.3,6.97,0.35
95.4,6.97,0.35
95.5,6.96,0.35
95.6,6.96,0.35
95.7,6.95,0.35
95.8,6.95,0.35
95.9,6.95,0.35
96,6.94,0.35
96.1,6.94,0.35
96.2,6.94,0.35
96.3,6.93,0.35
96.4,6.93,0.35
96.5,6.92,0.35
96.6,6.92,0.35
96.7,6.92,0.35
96.8,6.91,0.35
96.9,6.91,0.35
97,6.91,0.35
97.1,6.9,0.35
97.2,6.9,0.35
97.3,6.89,0.35
97.4,6.89,0.35
97.5,6.89,0.35
97.6,6.88,0.35
97.7,6.88,0.35
97.8,6.88,0.35
97.9,6.87,0.35
98,6.87,0.35
98.1,6.86,0.35
98.2,6.86,0.35
98.3,6.86,0.35
98.4,6.85,0.35
98.5,6.85,0.35
98.6,6.85,0.35
98.7,6.84,0.35
98.8,6.84,0.35
98.9,6.84,0.35
99,6.83,0.35
99.1,6.83,0.35
99.2,6.83,0.35
99.3,6.82,0.35
99.4,6.82,0.35
99.5,6.82,0.35
99.6,6.81,0.35
99.7,6.81,0.35
99.8,6.8,0.35
99.9,6.8,0.35
100,6.8,0.44
